"ID","TRAIN_COST_SCALED","TRAIN_TT_SCALED","SM_COST_SCALED","SM_TT_SCALED","CAR_CO_SCALED","CAR_TT_SCALED","CHOICE"
631,1.06,1.63,1.23,0.84,1.3,2.73,2
631,1.27,1.63,1.44,0.76,1.04,2.1,2
631,1.06,1.63,1.28,0.7,1.69,2.1,2
631,1.27,1.8,1.72,0.84,1.69,2.1,2
632,1.3,1.73,1.49,0.65,0.95,2.21,2
632,1.3,1.57,1.39,0.59,1.23,2.21,2
632,1.3,2.06,1.72,0.73,0.76,2.21,2
632,1.08,1.57,1.49,0.65,0.76,1.36,3
632,0.97,2.06,1.14,0.65,1.23,1.7,2
632,0.97,1.73,1.39,0.59,0.76,1.7,3
632,1.3,1.57,1.72,0.73,0.95,1.36,3
632,0.97,1.57,1.23,0.73,0.95,1.7,3
632,1.08,2.06,1.28,0.59,0.95,1.36,3
633,1.54,2.47,1.77,0.8,1.4,2.6,2
633,1.54,2.24,1.65,0.71,1.82,2.6,2
633,1.54,2.92,2.1,0.92,1.12,2.6,2
633,1.28,2.24,1.82,0.8,1.12,1.6,3
633,1.15,2.92,1.32,0.8,1.82,2,2
633,1.15,2.47,1.65,0.71,1.12,2,2
633,1.54,2.24,2.1,0.92,1.4,1.6,3
633,1.15,2.24,1.44,0.92,1.4,2,2
633,1.28,2.92,1.56,0.71,1.4,1.6,3
634,1.14,2.14,1.14,1.2,1.05,1.5,2
634,0.85,1.6,0.95,1.23,0.84,1.95,3
634,0.85,2.14,0.98,1.27,0.84,1.2,3
634,0.85,1.78,0.98,1.27,1.36,1.95,1
634,0.95,1.78,0.99,1.27,1.36,1.2,3
634,0.95,1.6,0.99,1.27,1.05,1.95,2
634,1.14,1.6,1.16,1.23,0.84,1.5,2
634,0.95,1.6,1.03,1.2,1.36,1.5,2
634,1.14,1.78,1.28,1.27,1.36,1.5,2
635,0.42,1.05,0.58,0.7,0.2,0.5,3
635,0.42,1.05,0.76,0.66,0.32,0.65,3
635,0.38,1.05,0.68,0.63,0.25,0.65,3
635,0.38,0.81,0.68,0.63,0.32,0.4,3
635,0.42,0.89,0.63,0.63,0.2,0.65,3
635,0.38,0.89,0.53,0.66,0.25,0.4,3
635,0.5,0.89,0.7,0.63,0.2,0.4,3
635,0.5,1.05,0.76,0.66,0.32,0.4,3
635,0.42,0.89,0.76,0.66,0.25,0.5,3
636,1,1.56,1.03,0.74,0.65,1.1,3
636,0.75,1.2,0.86,0.77,0.52,1.43,2
636,0.75,1.56,0.9,0.81,0.52,0.88,3
636,0.75,1.32,0.9,0.81,0.84,1.43,2
636,0.83,1.32,0.91,0.81,0.84,0.88,3
636,0.83,1.2,0.91,0.81,0.65,1.43,3
636,1,1.2,1.08,0.77,0.52,1.1,3
636,0.83,1.2,0.98,0.74,0.84,1.1,2
636,1,1.32,1.23,0.81,0.84,1.1,3
637,1,1.72,0.99,0.91,0.65,1,3
637,0.75,1.29,0.83,0.94,0.52,1.3,2
637,0.75,1.72,0.9,0.98,0.52,0.8,3
637,0.75,1.43,0.9,0.98,0.84,1.3,2
637,0.83,1.43,0.9,0.98,0.84,0.8,3
637,0.83,1.29,0.9,0.98,0.65,1.3,2
637,1,1.29,1.06,0.94,0.52,1,3
637,0.83,1.29,0.95,0.91,0.84,1,3
637,1,1.43,1.23,0.98,0.84,1,3
638,1.3,2.39,1.39,0.82,1,1.7,3
638,0.97,1.82,1.11,0.88,0.8,2.21,2
638,0.97,2.39,1.16,0.96,0.8,1.36,3
638,0.97,2.01,1.16,0.96,1.3,2.21,2
638,1.08,2.01,1.23,0.96,1.3,1.36,3
638,1.08,1.82,1.23,0.96,1,2.21,2
638,1.3,1.82,1.44,0.88,0.8,1.7,3
638,1.08,1.82,1.28,0.82,1.3,1.7,3
638,1.3,2.01,1.72,0.96,1.3,1.7,3
639,0.98,2.05,1.11,0.69,0.76,1.4,3
639,0.98,2.05,1.39,0.61,1.23,1.82,2
639,0.88,2.05,1.28,0.55,0.95,1.82,2
639,0.88,1.59,1.28,0.55,1.23,1.12,2
639,0.98,1.74,1.16,0.55,0.76,1.82,2
639,0.88,1.74,1.03,0.61,0.95,1.12,2
639,1.18,1.74,1.28,0.55,0.76,1.12,3
639,1.18,2.05,1.32,0.61,1.23,1.12,2
639,0.98,1.74,1.39,0.61,0.95,1.4,2
640,1.54,2.51,1.82,1.14,1.3,2.86,2
640,1.54,2.27,1.72,1.05,1.69,2.86,2
640,1.54,2.99,2.15,1.26,1.04,2.86,1
640,1.28,2.27,1.89,1.14,1.04,1.76,3
640,1.15,2.99,1.39,1.14,1.69,2.2,2
640,1.15,2.51,1.72,1.05,1.04,2.2,3
640,1.54,2.27,2.15,1.26,1.3,1.76,3
640,1.15,2.27,1.49,1.26,1.3,2.2,2
640,1.28,2.99,1.61,1.05,1.3,1.76,2
641,0.52,1.18,0.9,0.67,0.36,0.7,3
641,0.52,1.18,1.06,0.63,0.58,0.91,3
641,0.47,1.18,0.98,0.6,0.45,0.91,3
641,0.47,0.91,0.98,0.6,0.58,0.56,3
641,0.52,1,0.91,0.6,0.36,0.91,2
641,0.47,1,0.83,0.63,0.45,0.56,3
641,0.62,1,0.99,0.6,0.36,0.56,3
641,0.62,1.18,1.06,0.63,0.58,0.56,3
641,0.52,1,1.06,0.63,0.45,0.7,3
642,1.33,2.24,1.44,0.74,1.05,1.7,3
642,1,1.7,1.14,0.8,0.84,2.21,2
642,1,2.24,1.23,0.88,0.84,1.36,2
642,1,1.88,1.23,0.88,1.36,2.21,2
642,1.11,1.88,1.23,0.88,1.36,1.36,2
642,1.11,1.7,1.23,0.88,1.05,2.21,2
642,1.33,1.7,1.49,0.8,0.84,1.7,2
642,1.11,1.7,1.32,0.74,1.36,1.7,2
642,1.33,1.88,1.72,0.88,1.36,1.7,3
643,0.86,1.88,0.95,1.12,0.52,1.1,3
643,0.86,1.88,1.11,1.08,0.84,1.43,2
643,0.77,1.88,1.03,1.05,0.65,1.43,1
643,0.77,1.42,1.03,1.05,0.84,0.88,2
643,0.86,1.57,0.98,1.05,0.52,1.43,2
643,0.77,1.57,0.9,1.08,0.65,0.88,2
643,1.03,1.57,1.06,1.05,0.52,0.88,3
643,1.03,1.88,1.11,1.08,0.84,0.88,2
643,0.86,1.57,1.11,1.08,0.65,1.1,3
644,1.27,2.63,1.32,1.02,1.3,1.5,3
644,0.95,2,1.08,1.08,1.04,1.95,3
644,0.95,2.63,1.16,1.16,1.04,1.2,3
644,0.95,2.21,1.16,1.16,1.69,1.95,3
644,1.06,2.21,1.16,1.16,1.69,1.2,3
644,1.06,2,1.16,1.16,1.3,1.95,2
644,1.27,2,1.44,1.08,1.04,1.5,3
644,1.06,2,1.28,1.02,1.69,1.5,3
644,1.27,2.21,1.65,1.16,1.69,1.5,3
645,1.48,2,1.65,0.71,1.2,2.47,2
645,1.48,1.82,1.56,0.63,1.56,2.47,2
645,1.48,2.36,1.98,0.81,0.96,2.47,2
645,1.23,1.82,1.72,0.71,0.96,1.52,3
645,1.11,2.36,1.28,0.71,1.56,1.9,2
645,1.11,2,1.56,0.63,0.96,1.9,2
645,1.48,1.82,1.98,0.81,1.2,1.52,3
645,1.11,1.82,1.32,0.81,1.2,1.9,2
645,1.23,2.36,1.44,0.63,1.2,1.52,3
646,1.58,3,1.72,1.15,1.45,2.2,2
646,1.19,2.28,1.39,1.23,1.16,2.86,2
646,1.19,3,1.44,1.33,1.16,1.76,3
646,1.19,2.52,1.44,1.33,1.88,2.86,2
646,1.32,2.52,1.49,1.33,1.88,1.76,3
646,1.32,2.28,1.49,1.33,1.45,2.86,2
646,1.58,2.28,1.77,1.23,1.16,2.2,2
646,1.32,2.28,1.56,1.15,1.88,2.2,2
646,1.58,2.52,2.1,1.33,1.88,2.2,2
647,1.24,1.67,1.44,0.59,1.05,2.21,3
647,1.24,1.51,1.32,0.53,1.36,2.21,3
647,1.24,1.98,1.65,0.67,0.84,2.21,3
647,1.03,1.51,1.44,0.59,0.84,1.36,3
647,0.93,1.98,1.08,0.59,1.36,1.7,3
647,0.93,1.67,1.32,0.53,0.84,1.7,3
647,1.24,1.51,1.65,0.67,1.05,1.36,3
647,0.93,1.51,1.14,0.67,1.05,1.7,3
647,1.03,1.98,1.23,0.53,1.05,1.36,3
648,0.91,1.06,0.99,0.51,0.75,1.43,2
648,0.91,0.96,0.95,0.48,0.97,1.43,2
648,0.91,1.25,1.14,0.55,0.6,1.43,2
648,0.76,0.96,0.99,0.51,0.6,0.88,3
648,0.68,1.25,0.8,0.51,0.97,1.1,2
648,0.68,1.06,0.95,0.48,0.6,1.1,3
648,0.91,0.96,1.14,0.55,0.75,0.88,3
648,0.68,0.96,0.83,0.55,0.75,1.1,3
648,0.76,1.25,0.9,0.48,0.75,0.88,3
649,0.95,2.48,1.16,1.33,0.64,1.4,3
649,0.95,2.48,1.44,1.25,1.04,1.82,2
649,0.85,2.48,1.32,1.19,0.8,1.82,2
649,0.85,1.97,1.32,1.19,1.04,1.12,3
649,0.95,2.14,1.28,1.19,0.64,1.82,2
649,0.85,2.14,1.08,1.25,0.8,1.12,3
649,1.14,2.14,1.32,1.19,0.64,1.12,3
649,1.14,2.48,1.44,1.25,1.04,1.12,3
649,0.95,2.14,1.44,1.25,0.8,1.4,3
650,1.54,3.54,1.61,1.9,1.25,1.9,3
650,1.15,2.79,1.28,1.96,1,2.47,2
650,1.15,3.54,1.32,2.04,1,1.52,3
650,1.15,3.04,1.32,2.04,1.62,2.47,2
650,1.28,3.04,1.39,2.04,1.62,1.52,3
650,1.28,2.79,1.39,2.04,1.25,2.47,2
650,1.54,2.79,1.65,1.96,1,1.9,3
650,1.28,2.79,1.44,1.9,1.62,1.9,2
650,1.54,3.04,1.89,2.04,1.62,1.9,3
651,1.48,2,1.65,0.71,1.55,2.73,3
651,1.48,1.82,1.56,0.63,2.01,2.73,3
651,1.48,2.36,1.98,0.81,1.24,2.73,3
651,1.23,1.82,1.72,0.71,1.24,1.68,3
651,1.11,2.36,1.28,0.71,2.01,2.1,3
651,1.11,2,1.56,0.63,1.24,2.1,3
651,1.48,1.82,1.98,0.81,1.55,1.68,3
651,1.11,1.82,1.32,0.81,1.55,2.1,3
651,1.23,2.36,1.44,0.63,1.55,1.68,2
652,1.23,2.36,1.39,0.81,1,2.1,3
652,1.23,2.36,1.72,0.71,1.62,2.73,3
652,1.11,2.36,1.56,0.63,1.25,2.73,3
652,1.11,1.82,1.56,0.63,1.62,1.68,3
652,1.23,2,1.44,0.63,1,2.73,3
652,1.11,2,1.28,0.71,1.25,1.68,3
652,1.48,2,1.56,0.63,1,1.68,3
652,1.48,2.36,1.65,0.71,1.62,1.68,3
652,1.23,2,1.72,0.71,1.25,2.1,3
653,1.09,1.7,1.14,0.84,0.8,1.1,3
653,0.82,1.28,0.95,0.87,0.64,1.43,2
653,0.82,1.7,0.98,0.91,0.64,0.88,3
653,0.82,1.42,0.98,0.91,1.04,1.43,2
653,0.91,1.42,0.99,0.91,1.04,0.88,3
653,0.91,1.28,0.99,0.91,0.8,1.43,2
653,1.09,1.28,1.16,0.87,0.64,1.1,3
653,0.91,1.28,1.03,0.84,1.04,1.1,2
653,1.09,1.42,1.32,0.91,1.04,1.1,2
654,1,2,0.99,1.12,0.65,1.3,3
654,0.75,1.52,0.83,1.15,0.52,1.69,3
654,0.75,2,0.86,1.19,0.52,1.04,3
654,0.75,1.68,0.86,1.19,0.84,1.69,2
654,0.83,1.68,0.9,1.19,0.84,1.04,3
654,0.83,1.52,0.9,1.19,0.65,1.69,2
654,1,1.52,1.03,1.15,0.52,1.3,3
654,0.83,1.52,0.91,1.12,0.84,1.3,3
654,1,1.68,1.11,1.19,0.84,1.3,3
655,0.12,2.1,0.14,0.77,0.84,1.7,2
655,0.12,2.1,0.19,0.69,1.36,2.21,2
655,0.11,2.1,0.19,0.63,1.05,2.21,2
655,0.11,1.6,0.19,0.63,1.36,1.36,2
655,0.12,1.77,0.15,0.63,0.84,2.21,2
655,0.11,1.77,0.14,0.69,1.05,1.36,2
655,0.14,1.77,0.14,0.63,0.84,1.36,2
655,0.14,2.1,0.15,0.69,1.36,1.36,2
655,0.12,1.77,0.19,0.69,1.05,1.7,2
656,0.84,2.05,0.94,0.69,0.76,1.4,2
656,0.84,2.05,1.18,0.61,1.23,1.82,2
656,0.76,2.05,1.09,0.55,0.95,1.82,2
656,0.76,1.59,1.09,0.55,1.23,1.12,2
656,0.84,1.74,0.99,0.55,0.76,1.82,2
656,0.76,1.74,0.88,0.61,0.95,1.12,2
656,1.01,1.74,1.09,0.55,0.76,1.12,2
656,1.01,2.05,1.12,0.61,1.23,1.12,2
656,0.84,1.74,1.18,0.61,0.95,1.4,2
657,0.82,1.08,0.88,0.53,0.7,1.56,2
657,0.82,0.97,0.84,0.5,0.91,1.56,2
657,0.82,1.3,0.99,0.57,0.56,1.56,2
657,0.68,0.97,0.88,0.53,0.56,0.96,3
657,0.61,1.3,0.71,0.53,0.91,1.2,2
657,0.61,1.08,0.84,0.5,0.56,1.2,2
657,0.82,0.97,0.99,0.57,0.7,0.96,3
657,0.61,0.97,0.74,0.57,0.7,1.2,3
657,0.68,1.3,0.78,0.5,0.7,0.96,2
658,0.81,1.6,0.84,0.88,0.6,1.1,3
658,0.81,1.6,0.99,0.84,0.97,1.43,3
658,0.73,1.6,0.92,0.81,0.75,1.43,3
658,0.73,1.2,0.92,0.81,0.97,0.88,3
658,0.81,1.33,0.9,0.81,0.6,1.43,3
658,0.73,1.33,0.81,0.84,0.75,0.88,3
658,0.97,1.33,0.97,0.81,0.6,0.88,3
658,0.97,1.6,1.05,0.84,0.97,0.88,3
658,0.81,1.33,0.99,0.84,0.75,1.1,3
659,0.72,1.14,0.81,0.39,0.6,0.9,2
659,0.54,0.88,0.65,0.42,0.48,1.17,2
659,0.54,1.14,0.71,0.46,0.48,0.72,2
659,0.54,0.97,0.71,0.46,0.78,1.17,2
659,0.6,0.97,0.71,0.46,0.78,0.72,2
659,0.6,0.88,0.71,0.46,0.6,1.17,2
659,0.72,0.88,0.84,0.42,0.48,0.9,2
659,0.6,0.88,0.76,0.39,0.78,0.9,2
659,0.72,0.97,0.97,0.46,0.78,0.9,2
660,1.01,0.62,1.05,0.38,0.8,1.43,2
660,1.01,0.57,0.99,0.36,1.04,1.43,2
660,1.01,0.72,1.09,0.4,0.64,1.43,2
660,0.84,0.57,0.94,0.38,0.64,0.88,2
660,0.76,0.72,0.84,0.38,1.04,1.1,2
660,0.76,0.62,0.88,0.36,0.64,1.1,2
660,1.01,0.57,1.09,0.4,0.8,0.88,2
660,0.76,0.57,0.84,0.4,0.8,1.1,1
660,0.84,0.72,0.9,0.36,0.8,0.88,2
661,1.46,3.36,1.65,0.84,1.7,2.7,2
661,1.1,2.57,1.33,0.95,1.36,3.51,2
661,1.1,3.36,1.37,1.09,1.36,2.16,2
661,1.1,2.83,1.37,1.09,2.21,3.51,2
661,1.22,2.83,1.4,1.09,2.21,2.16,2
661,1.22,2.57,1.4,1.09,1.7,3.51,2
661,1.46,2.57,1.74,0.95,1.36,2.7,2
661,1.22,2.57,1.5,0.84,2.21,2.7,2
661,1.46,2.83,2.07,1.09,2.21,2.7,2
662,0.6,1.06,0.71,0.41,0.52,1.1,2
662,0.6,1.06,0.84,0.37,0.84,1.43,2
662,0.54,1.06,0.78,0.34,0.65,1.43,2
662,0.54,0.85,0.78,0.34,0.84,0.88,2
662,0.6,0.92,0.74,0.34,0.52,1.43,2
662,0.54,0.92,0.65,0.37,0.65,0.88,2
662,0.72,0.92,0.78,0.34,0.52,0.88,2
662,0.72,1.06,0.84,0.37,0.84,0.88,2
662,0.6,0.92,0.84,0.37,0.65,1.1,2
663,0.89,1.67,0.92,0.6,1,1.3,2
663,0.67,1.28,0.76,0.65,0.8,1.69,2
663,0.67,1.67,0.78,0.71,0.8,1.04,3
663,0.67,1.41,0.78,0.71,1.3,1.69,2
663,0.74,1.41,0.81,0.71,1.3,1.04,3
663,0.74,1.28,0.81,0.71,1,1.69,2
663,0.89,1.28,0.97,0.65,0.8,1.3,2
663,0.74,1.28,0.84,0.6,1.3,1.3,2
663,0.89,1.41,1.09,0.71,1.3,1.3,2
664,0.72,0.92,0.84,0.37,0.6,1.43,2
664,0.72,0.85,0.78,0.34,0.78,1.43,2
664,0.72,1.06,0.94,0.41,0.48,1.43,2
664,0.6,0.85,0.84,0.37,0.48,0.88,2
664,0.54,1.06,0.65,0.37,0.78,1.1,2
664,0.54,0.92,0.78,0.34,0.48,1.1,2
664,0.72,0.85,0.94,0.41,0.6,0.88,2
664,0.54,0.85,0.68,0.41,0.6,1.1,2
664,0.6,1.06,0.74,0.34,0.6,0.88,2
665,0.78,1.32,0.84,0.54,0.6,0.9,2
665,0.58,1.02,0.68,0.57,0.48,1.17,2
665,0.58,1.32,0.71,0.61,0.48,0.72,2
665,0.58,1.12,0.71,0.61,0.78,1.17,2
665,0.65,1.12,0.74,0.61,0.78,0.72,2
665,0.65,1.02,0.74,0.61,0.6,1.17,2
665,0.78,1.02,0.88,0.57,0.48,0.9,3
665,0.65,1.02,0.76,0.54,0.78,0.9,3
665,0.78,1.12,0.99,0.61,0.78,0.9,3
666,0.6,1.06,0.71,0.41,0.52,0.9,3
666,0.6,1.06,0.84,0.37,0.84,1.17,2
666,0.54,1.06,0.78,0.34,0.65,1.17,2
666,0.54,0.85,0.78,0.34,0.84,0.72,2
666,0.6,0.92,0.74,0.34,0.52,1.17,2
666,0.54,0.92,0.65,0.37,0.65,0.72,2
666,0.72,0.92,0.78,0.34,0.52,0.72,3
666,0.72,1.06,0.84,0.37,0.84,0.72,3
666,0.6,0.92,0.84,0.37,0.65,0.9,3
667,1.13,2.58,1.22,1.02,1.3,1.7,2
667,0.85,1.95,0.99,1.08,1.04,2.21,2
667,0.85,2.58,1.05,1.16,1.04,1.36,3
667,0.85,2.16,1.05,1.16,1.69,2.21,2
667,0.94,2.16,1.09,1.16,1.69,1.36,3
667,0.94,1.95,1.09,1.16,1.3,2.21,2
667,1.13,1.95,1.27,1.08,1.04,1.7,2
667,0.94,1.95,1.12,1.02,1.69,1.7,2
667,1.13,2.16,1.5,1.16,1.69,1.7,2
668,0.72,0.92,0.84,0.37,0.6,1.17,3
668,0.72,0.85,0.78,0.34,0.78,1.17,2
668,0.72,1.06,0.94,0.41,0.48,1.17,3
668,0.6,0.85,0.84,0.37,0.48,0.72,3
668,0.54,1.06,0.65,0.37,0.78,0.9,2
668,0.54,0.92,0.78,0.34,0.48,0.9,1
668,0.72,0.85,0.94,0.41,0.6,0.72,3
668,0.54,0.85,0.68,0.41,0.6,0.9,2
668,0.6,1.06,0.74,0.34,0.6,0.72,2
669,1.16,2.51,1.27,0.97,1.15,2,2
669,0.87,1.91,1.05,1.03,0.92,2.6,2
669,0.87,2.51,1.09,1.11,0.92,1.6,2
669,0.87,2.11,1.09,1.11,1.49,2.6,2
669,0.97,2.11,1.09,1.11,1.49,1.6,2
669,0.97,1.91,1.09,1.11,1.15,2.6,2
669,1.16,1.91,1.33,1.03,0.92,2,2
669,0.97,1.91,1.18,0.97,1.49,2,2
669,1.16,2.11,1.55,1.11,1.49,2,2
670,0.72,0.92,0.84,0.37,0.65,1.17,2
670,0.72,0.85,0.78,0.34,0.84,1.17,2
670,0.72,1.06,0.94,0.41,0.52,1.17,2
670,0.6,0.85,0.84,0.37,0.52,0.72,2
670,0.54,1.06,0.65,0.37,0.84,0.9,2
670,0.54,0.92,0.78,0.34,0.52,0.9,2
670,0.72,0.85,0.94,0.41,0.65,0.72,3
670,0.54,0.85,0.68,0.41,0.65,0.9,2
670,0.6,1.06,0.74,0.34,0.65,0.72,2
671,0.6,1.06,0.71,0.41,0.48,0.8,2
671,0.6,1.06,0.84,0.37,0.78,1.04,2
671,0.54,1.06,0.78,0.34,0.6,1.04,2
671,0.54,0.85,0.78,0.34,0.78,0.64,2
671,0.6,0.92,0.74,0.34,0.48,1.04,2
671,0.54,0.92,0.65,0.37,0.6,0.64,2
671,0.72,0.92,0.78,0.34,0.48,0.64,2
671,0.72,1.06,0.84,0.37,0.78,0.64,2
671,0.6,0.92,0.84,0.37,0.6,0.8,2
672,0.85,2.48,0.88,1.95,0.65,1.43,2
672,0.85,2.24,0.84,1.92,0.84,1.43,2
672,0.85,2.96,0.94,1.99,0.52,1.43,3
672,0.71,2.24,0.84,1.95,0.52,0.88,3
672,0.64,2.96,0.71,1.95,0.84,1.1,2
672,0.64,2.48,0.78,1.92,0.52,1.1,3
672,0.85,2.24,0.94,1.99,0.65,0.88,3
672,0.64,2.24,0.74,1.99,0.65,1.1,3
672,0.71,2.96,0.78,1.92,0.65,0.88,3
673,1.1,2.4,1.18,0.93,1.4,1.8,2
673,0.83,1.85,0.94,0.99,1.12,2.34,2
673,0.83,2.4,1.05,1.07,1.12,1.44,3
673,0.83,2.03,1.05,1.07,1.82,2.34,2
673,0.92,2.03,1.05,1.07,1.82,1.44,3
673,0.92,1.85,1.05,1.07,1.4,2.34,2
673,1.1,1.85,1.27,0.99,1.12,1.8,2
673,0.92,1.85,1.09,0.93,1.82,1.8,2
673,1.1,2.03,1.46,1.07,1.82,1.8,2
674,0.78,1.5,0.78,0.73,0.7,1.1,2
674,0.58,1.21,0.65,0.76,0.56,1.43,2
674,0.58,1.5,0.68,0.8,0.56,0.88,2
674,0.58,1.31,0.68,0.8,0.91,1.43,2
674,0.65,1.31,0.71,0.8,0.91,0.88,2
674,0.65,1.21,0.71,0.8,0.7,1.43,2
674,0.78,1.21,0.81,0.76,0.56,1.1,2
674,0.65,1.21,0.74,0.73,0.91,1.1,2
674,0.78,1.31,0.9,0.8,0.91,1.1,2
675,0.85,1.56,0.88,0.74,0.75,1.3,2
675,0.64,1.2,0.74,0.77,0.6,1.69,2
675,0.64,1.56,0.76,0.81,0.6,1.04,3
675,0.64,1.32,0.76,0.81,0.97,1.69,2
675,0.71,1.32,0.78,0.81,0.97,1.04,2
675,0.71,1.2,0.78,0.81,0.75,1.69,2
675,0.85,1.2,0.92,0.77,0.6,1.3,2
675,0.71,1.2,0.84,0.74,0.97,1.3,2
675,0.85,1.32,1.05,0.81,0.97,1.3,1
676,1.01,1.97,1.05,1.42,1.6,2.08,2
676,1.01,1.79,1.05,1.39,2.08,2.08,2
676,1.01,2.34,1.12,1.46,1.28,2.08,2
676,0.84,1.79,0.99,1.42,1.28,1.28,3
676,0.76,2.34,0.84,1.42,2.08,1.6,2
676,0.76,1.97,0.92,1.39,1.28,1.6,2
676,1.01,1.79,1.12,1.46,1.6,1.28,3
676,0.76,1.79,0.84,1.46,1.6,1.6,2
676,0.84,2.34,0.92,1.39,1.6,1.28,2
677,0.82,1.46,0.84,0.44,0.8,1.1,2
677,0.61,1.14,0.71,0.49,0.64,1.43,2
677,0.61,1.46,0.74,0.55,0.64,0.88,2
677,0.61,1.25,0.74,0.55,1.04,1.43,2
677,0.68,1.25,0.76,0.55,1.04,0.88,2
677,0.68,1.14,0.76,0.55,0.8,1.43,2
677,0.82,1.14,0.9,0.49,0.64,1.1,2
677,0.68,1.14,0.78,0.44,1.04,1.1,2
677,0.82,1.25,1.05,0.55,1.04,1.1,2
678,0.9,2.97,0.97,1.8,1.04,1.8,3
678,0.9,2.97,1.12,1.74,1.69,2.34,2
678,0.81,2.97,1.05,1.69,1.3,2.34,2
678,0.81,2.27,1.05,1.69,1.69,1.44,3
678,0.9,2.5,1.05,1.69,1.04,2.34,2
678,0.81,2.5,0.9,1.74,1.3,1.44,3
678,1.08,2.5,1.12,1.69,1.04,1.44,3
678,1.08,2.97,1.18,1.74,1.69,1.44,3
678,0.9,2.5,1.12,1.74,1.3,1.8,2
679,1.46,2.83,1.74,0.95,1.9,3.51,2
679,1.46,2.57,1.65,0.84,2.47,3.51,2
679,1.46,3.36,2.07,1.09,1.52,3.51,2
679,1.22,2.57,1.78,0.95,1.52,2.16,2
679,1.1,3.36,1.33,0.95,2.47,2.7,2
679,1.1,2.83,1.65,0.84,1.52,2.7,2
679,1.46,2.57,2.07,1.09,1.9,2.16,2
679,1.1,2.57,1.37,1.09,1.9,2.7,2
679,1.22,3.36,1.5,0.84,1.9,2.16,2
680,0.9,2.73,0.97,1.97,0.84,1.7,3
680,0.9,2.73,1.12,1.93,1.36,2.21,2
680,0.81,2.73,1.05,1.9,1.05,2.21,3
680,0.81,2.15,1.05,1.9,1.36,1.36,3
680,0.9,2.34,1.05,1.9,0.84,2.21,3
680,0.81,2.34,0.9,1.93,1.05,1.36,3
680,1.08,2.34,1.12,1.9,0.84,1.36,3
680,1.08,2.73,1.18,1.93,1.36,1.36,3
680,0.9,2.34,1.12,1.93,1.05,1.7,2
681,1.31,2.9,1.46,1.84,1.45,3.25,2
681,1.31,2.66,1.4,1.78,1.88,3.25,2
681,1.31,3.38,1.65,1.92,1.16,3.25,2
681,1.09,2.66,1.46,1.84,1.16,2,1
681,0.98,3.38,1.12,1.84,1.88,2.5,1
681,0.98,2.9,1.33,1.78,1.16,2.5,1
681,1.31,2.66,1.65,1.92,1.45,2,3
681,0.98,2.66,1.18,1.92,1.45,2.5,2
681,1.09,3.38,1.27,1.78,1.45,2,1
682,1.31,2.14,1.46,0.85,1.5,2.99,2
682,1.31,1.94,1.4,0.77,1.95,2.99,2
682,1.31,2.55,1.74,0.95,1.2,2.99,2
682,1.09,1.94,1.5,0.85,1.2,1.84,2
682,0.98,2.55,1.12,0.85,1.95,2.3,2
682,0.98,2.14,1.37,0.77,1.2,2.3,2
682,1.31,1.94,1.74,0.95,1.5,1.84,3
682,0.98,1.94,1.18,0.95,1.5,2.3,2
682,1.09,2.55,1.27,0.77,1.5,1.84,2
683,0.82,1.17,0.88,0.62,0.65,1.3,2
683,0.82,1.05,0.84,0.59,0.84,1.3,2
683,0.82,1.4,0.99,0.66,0.52,1.3,2
683,0.68,1.05,0.88,0.62,0.52,0.8,3
683,0.61,1.4,0.71,0.62,0.84,1,2
683,0.61,1.17,0.84,0.59,0.52,1,3
683,0.82,1.05,0.99,0.66,0.65,0.8,2
683,0.61,1.05,0.74,0.66,0.65,1,3
683,0.68,1.4,0.78,0.59,0.65,0.8,3
684,0.97,2.74,1.05,1.77,0.84,1.7,3
684,0.97,2.74,1.18,1.73,1.36,2.21,2
684,0.87,2.74,1.09,1.7,1.05,2.21,2
684,0.87,2.05,1.09,1.7,1.36,1.36,2
684,0.97,2.28,1.09,1.7,0.84,2.21,2
684,0.87,2.28,0.97,1.73,1.05,1.36,3
684,1.16,2.28,1.18,1.7,0.84,1.36,3
684,1.16,2.74,1.22,1.73,1.36,1.36,3
684,0.97,2.28,1.18,1.73,1.05,1.7,3
685,0.74,1.81,0.81,1,0.6,1.1,2
685,0.74,1.81,0.94,0.96,0.97,1.43,2
685,0.67,1.81,0.88,0.93,0.75,1.43,2
685,0.67,1.36,0.88,0.93,0.97,0.88,3
685,0.74,1.51,0.84,0.93,0.6,1.43,3
685,0.67,1.51,0.76,0.96,0.75,0.88,3
685,0.89,1.51,0.9,0.93,0.6,0.88,2
685,0.89,1.81,0.94,0.96,0.97,0.88,3
685,0.74,1.51,0.94,0.96,0.75,1.1,2
686,1.34,3,1.46,1.15,1.6,3,2
686,1.01,2.28,1.18,1.23,1.28,3.9,2
686,1.01,3,1.22,1.33,1.28,2.4,3
686,1.01,2.52,1.22,1.33,2.08,3.9,2
686,1.12,2.52,1.27,1.33,2.08,2.4,3
686,1.12,2.28,1.27,1.33,1.6,3.9,2
686,1.34,2.28,1.5,1.23,1.28,3,3
686,1.12,2.28,1.33,1.15,2.08,3,2
686,1.34,2.52,1.78,1.33,2.08,3,2
687,1.26,2.36,1.33,0.63,1.3,1.9,2
687,0.94,1.82,1.09,0.71,1.04,2.47,2
